player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_first_downs,less_grades_coverage_defense,less_grades_defense,less_grades_defense_penalty,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_overall_tackle,less_grades_pass,less_grades_pass_route,less_grades_run,less_grades_run_defense,less_grades_tackle,less_hit_as_threw,less_interceptions,less_passing_snaps,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_first_downs,more_grades_coverage_defense,more_grades_defense,more_grades_defense_penalty,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_overall_tackle,more_grades_pass,more_grades_pass_route,more_grades_run,more_grades_run_defense,more_grades_tackle,more_hit_as_threw,more_interceptions,more_passing_snaps,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
Ross Malmgren,104757,QB,CHARLES SO,1,2.34,2.24,3.06,3.9,53,135,58.6,29,30,8.4,1.95,0,1,3.0,56.7,17,3,0.0,32,60.4,0,7,,,,,68.6,47.4,74.3,,47.4,,,,,1,1,35,66.7,68.9,6.3,2,0,0,0,1,3,8.6,161,5.4,86.7,15,15,10.2,3.08,0,1,6.3,86.7,13,9,0.0,20,37.7,0,8,,,,,23.9,86.6,72.5,,91.6,,44.0,,,0,0,21,33.3,158.3,15.0,3,2,0,0,4,1,4.8,231,15.4
Daniel Richardson,97103,QB,C MICHIGAN,1,2.08,1.98,3.5,4.0,52,134,73.2,41,41,6.5,1.79,0,2,4.3,70.7,29,6,3.3,41,78.8,1,17,,,,,69.4,78.2,75.3,,77.3,,,,,0,0,46,0.0,117.2,0.0,0,0,0,0,3,0,0.0,313,7.6,87.5,8,8,8.9,3.15,0,0,0.0,87.5,7,5,0.0,11,21.2,0,7,,,,,66.0,64.1,71.0,,59.9,,64.3,,,0,1,13,40.0,118.8,18.2,2,1,0,0,1,1,7.7,111,13.9
Will Rogers,124184,QB,MISS STATE,1,2.36,2.36,2.7,4.5,52,227,80.0,30,31,4.7,1.75,0,1,3.0,77.4,24,1,0.0,31,59.6,0,15,,,,,68.5,74.1,74.1,,73.5,,,,,0,1,33,0.0,122.0,0.0,0,0,0,1,3,0,0.0,272,8.8,93.3,15,18,7.6,3.42,2,1,5.3,77.8,14,7,0.0,20,38.5,0,9,,,,,67.2,80.2,72.5,,82.0,,57.8,,,0,0,21,14.3,144.9,5.0,1,1,0,1,2,0,0.0,178,9.9
Dorian Thompson-Robinson,83574,QB,UCLA,1,2.69,2.31,3.95,5.54,51,324,96.7,30,32,1.3,1.7,2,0,0.0,84.4,27,3,6.9,32,62.7,2,11,,,,,68.4,70.1,74.0,,69.6,,,,,0,0,32,0.0,103.9,0.0,0,0,0,0,1,0,0.0,206,6.4,62.5,8,12,8.5,4.37,1,0,0.0,41.7,5,11,0.0,19,37.3,0,7,,,,,24.3,46.0,72.5,,37.4,,63.9,,,0,1,21,18.2,61.8,10.5,2,5,0,3,1,2,9.5,92,7.7
Ashur Carraha,165036,QB,STHLSK,1,2.52,2.27,3.47,4.18,51,1470,60.0,25,26,6.2,1.9,1,0,0.0,57.7,15,5,0.0,27,52.9,0,8,,,,,68.1,50.1,73.6,,50.0,,,,,0,0,29,20.0,89.4,3.7,1,0,0,0,1,1,3.4,165,6.3,41.2,17,17,18.2,3.22,0,1,5.9,41.2,7,5,0.0,24,47.1,0,8,,,,,26.3,33.0,73.1,,29.9,,58.9,,,0,1,25,40.0,39.3,8.3,2,5,0,0,0,2,8.0,112,6.6
Frank Harris,60586,QB,UTSA,1,2.61,2.31,4.13,4.65,50,331,75.9,29,29,5.7,1.73,0,1,3.4,69.0,20,6,9.1,29,58.0,2,9,,,,,68.1,70.0,73.6,,69.5,,,,,0,1,29,0.0,96.3,0.0,0,0,0,0,2,0,0.0,196,6.8,61.5,13,14,17.2,3.81,0,1,5.9,57.1,8,16,0.0,21,42.0,0,10,,,,,67.6,81.1,73.0,,73.6,,75.8,,,0,0,24,18.8,115.5,14.3,3,4,0,1,1,0,0.0,141,10.1
Xander Stokes,151379,QB,INWSLY,1,2.66,2.37,3.1,5.67,49,1451,79.2,24,24,2.4,1.65,0,0,0.0,75.0,18,2,5.3,25,51.0,1,5,,,,,67.7,57.0,73.3,,56.7,,,,,0,0,26,50.0,108.0,4.0,1,0,0,0,1,2,7.7,170,7.1,64.3,14,16,13.1,3.72,0,1,6.3,50.0,8,11,11.1,24,49.0,1,4,,,,,9.2,42.2,73.1,,41.0,,58.9,,,0,0,25,45.5,71.6,20.8,5,3,0,2,0,3,12.0,107,6.7
Phil Jurkovec,83533,QB,BOSTON COL,1,2.85,2.64,2.98,5.53,48,121,75.0,16,17,5.0,2.0,0,1,5.6,64.7,11,4,8.3,18,37.5,1,5,,,,,67.0,60.7,72.2,,60.4,,,,,1,1,19,25.0,97.4,5.6,1,0,0,0,2,1,5.3,109,6.4,59.1,22,24,14.4,3.36,0,0,0.0,50.0,12,15,7.7,30,62.5,1,8,,,,,68.3,57.2,74.0,,61.0,,50.3,,,1,1,32,20.0,70.5,10.0,3,3,0,1,1,1,3.1,174,7.3
Ben Bryant,77655,QB,CINCINNATI,1,2.27,2.16,3.2,4.3,48,138,65.5,29,29,7.8,1.79,0,0,0.0,62.1,18,4,5.3,29,60.4,1,8,,,,,68.2,52.5,73.7,,52.4,,,,,0,1,30,0.0,62.7,0.0,0,0,0,0,0,1,3.3,162,5.6,71.4,14,15,19.4,3.01,0,2,11.8,60.0,9,10,10.0,19,39.6,1,8,,,,,67.1,85.3,72.5,,83.1,,63.1,,,1,0,21,30.0,139.2,15.8,3,1,0,0,2,0,0.0,171,11.4
Gavin Hardison,100827,QB,UTEP,1,2.82,2.69,4.35,4.9,48,330,73.9,23,25,6.3,1.9,2,0,0.0,64.0,16,2,5.9,25,52.1,1,7,,,,,26.3,46.5,73.1,,46.6,,,,,0,0,25,0.0,72.8,0.0,0,0,0,0,0,2,8.0,104,4.2,83.3,12,17,12.2,3.99,0,1,5.0,58.8,10,12,0.0,22,45.8,0,9,,,,,67.7,73.3,73.1,,74.5,,57.8,,,0,0,25,33.3,85.4,18.2,4,1,0,5,0,0,0.0,140,8.2
Tony Muskett,142933,QB,MONMOUTH,1,2.77,2.61,2.6,4.45,48,231,84.6,26,26,6.8,1.75,0,2,7.4,76.9,20,2,9.1,27,56.3,2,11,,,,,68.0,80.7,73.5,,79.9,,,,,0,1,28,50.0,87.3,3.7,1,0,0,0,0,2,7.1,232,8.9,53.8,13,15,13.4,4.08,0,1,6.7,40.0,6,11,14.3,21,43.8,1,2,,,,,67.2,43.2,72.5,,38.8,,62.1,,,0,2,21,18.2,31.7,9.5,2,4,0,2,1,2,9.5,49,3.3
Jaden Jones,147558,QB,CAL POLY,1,2.69,2.23,5.05,4.29,48,129,70.4,27,27,5.0,1.67,0,0,0.0,63.0,17,1,10.5,27,56.3,2,7,,,,,68.0,63.8,73.5,,63.4,,,,,0,0,28,0.0,81.7,0.0,0,0,0,0,0,0,0.0,176,6.5,33.3,9,11,14.2,4.0,0,0,0.0,27.3,3,10,0.0,21,43.8,0,6,,,,,67.2,63.6,72.5,,59.5,,64.2,,,1,0,21,20.0,70.6,9.5,2,8,0,1,1,0,0.0,35,3.2
DJ Irons,145585,QB,AKRON,1,3.24,2.95,3.0,6.25,47,102,100.0,9,9,1.7,1.84,0,0,0.0,77.8,7,2,22.2,11,23.4,2,3,,,,,65.8,62.6,70.7,,62.3,,,,,0,0,12,100.0,130.1,18.2,2,0,0,0,1,0,0.0,57,6.3,55.6,27,28,14.8,3.66,0,2,7.1,53.6,15,14,0.0,36,76.6,0,11,,,,,29.4,67.5,74.4,,69.6,,55.6,,,0,0,36,28.6,92.7,11.1,4,4,0,1,1,1,2.8,229,8.2
N'Kosi Perry,60446,QB,FAU,1,2.83,2.59,4.7,4.9,47,165,76.2,21,22,7.6,1.9,0,0,0.0,63.6,14,3,12.5,22,46.8,2,9,,,,,67.5,80.1,72.8,,79.4,,,,,0,0,23,0.0,119.5,0.0,0,0,0,1,3,0,0.0,131,6.0,55.6,18,20,19.9,3.64,0,4,19.0,50.0,10,9,0.0,25,53.2,0,12,,,,,26.3,82.7,73.3,,81.2,,65.2,,,0,0,26,22.2,125.6,8.0,2,3,0,2,2,1,3.8,233,11.7
Jake Haener,60596,QB,FRESNO ST,1,2.59,2.38,2.9,6.35,47,169,96.3,27,27,1.8,1.81,0,0,0.0,92.6,25,2,3.8,29,61.7,1,12,,,,,68.2,75.9,73.7,,75.3,,,,,0,0,30,100.0,117.9,6.9,2,0,0,0,1,0,0.0,252,9.3,78.6,14,15,8.1,3.83,0,0,0.0,73.3,11,7,0.0,18,38.3,0,8,,,,,67.0,57.0,72.2,,60.6,,53.1,,,0,0,19,14.3,120.1,5.6,1,2,0,1,1,2,10.5,125,8.3
Maverick McIvor,99476,QB,ABILENE CH,1,2.86,2.6,3.0,4.8,47,100,81.0,21,22,9.9,1.86,1,3,13.6,68.2,15,3,11.8,22,46.8,2,8,,,,,67.4,91.3,72.7,,91.0,,,,,0,0,22,0.0,90.3,0.0,0,0,0,0,0,0,0.0,166,7.5,46.7,15,17,18.1,3.74,0,1,5.9,41.2,7,12,0.0,25,53.2,0,6,,,,,32.0,52.5,73.1,,50.9,,60.4,,,0,0,25,25.0,98.2,12.0,3,5,0,2,2,1,4.0,92,5.4
Jack Salopek,130662,QB,W MICHIGAN,1,2.78,2.39,3.5,5.8,46,347,66.7,21,22,6.7,2.0,0,0,0.0,59.1,13,4,7.1,23,50.0,1,4,,,,,67.5,49.1,72.8,,49.1,,,,,1,0,23,25.0,67.8,4.3,1,0,0,0,0,1,4.3,87,4.0,57.1,14,14,13.2,3.57,0,1,6.7,57.1,8,13,0.0,23,50.0,0,7,,,,,25.6,57.4,73.0,,62.3,,50.2,,,0,0,24,46.2,81.3,26.1,6,3,0,0,0,2,8.3,106,7.6
Cam Ward,133244,QB,WASH STATE,1,2.73,2.32,7.53,3.9,46,341,78.1,32,32,5.8,1.59,0,0,0.0,68.8,22,1,12.0,32,69.6,3,9,,,,,68.5,71.5,74.1,,70.9,,,,,0,0,33,0.0,103.6,0.0,0,0,0,0,2,0,0.0,180,5.6,57.1,7,9,11.6,5.34,0,0,0.0,44.4,4,12,0.0,14,30.4,0,5,,,,,66.5,69.1,71.6,,63.0,,69.3,,,0,0,16,25.0,98.4,21.4,3,2,0,2,1,0,0.0,48,5.3
Gavin Brooks,166909,QB,CONCMI,1,2.44,2.28,3.7,3.7,46,1472,77.8,27,27,6.6,1.9,0,0,0.0,74.1,20,3,4.8,27,58.7,1,9,,,,,67.9,61.1,73.4,,60.8,,,,,0,2,27,0.0,76.0,0.0,0,0,0,0,1,2,7.4,199,7.4,57.1,14,14,7.9,3.19,0,0,0.0,42.9,6,10,25.0,19,41.3,2,2,,,,,67.1,38.8,72.4,,36.4,,59.4,,,0,2,20,20.0,12.8,10.5,2,3,0,0,0,2,10.0,49,3.5
Jayden Daniels,97993,QB,LSU,1,3.02,2.47,3.3,5.18,46,211,90.5,21,21,3.9,1.8,0,0,0.0,81.0,17,1,10.5,21,45.7,2,9,,,,,67.4,62.8,72.7,,62.4,,,,,0,0,22,0.0,91.9,0.0,0,0,0,0,0,0,0.0,127,6.0,75.0,12,13,9.3,4.04,0,0,0.0,61.5,8,13,11.1,25,54.3,1,11,,,,,67.9,81.3,73.4,,64.6,,83.4,,,0,0,27,30.8,119.2,16.0,4,8,0,1,2,0,0.0,82,6.3
Spencer Sanders,77660,QB,OKLA STATE,1,2.6,2.32,3.65,5.67,46,262,87.5,24,24,6.9,1.76,0,1,3.6,83.3,20,2,4.8,24,52.2,1,13,,,,,68.0,86.6,73.5,,85.6,,,,,0,0,28,0.0,154.7,0.0,0,0,0,0,3,0,0.0,279,11.6,56.3,16,17,14.4,3.51,0,1,5.9,47.1,8,8,11.1,22,47.8,1,6,,,,,67.4,69.6,72.7,,70.8,,59.0,,,1,0,22,25.0,92.0,9.1,2,3,0,0,1,0,0.0,127,7.5
Kyle Vantrease,55029,QB,GA SOUTHRN,1,2.23,2.23,,,46,174,79.3,29,30,5.1,1.81,0,0,0.0,76.7,23,4,0.0,30,65.2,0,9,,,,,68.3,62.6,73.9,,62.2,,,,,0,0,31,0.0,135.1,0.0,0,0,0,1,3,0,0.0,258,8.6,46.7,15,16,16.1,3.03,0,0,0.0,37.5,6,4,14.3,16,34.8,1,6,,,,,66.5,47.9,71.6,,48.1,,,,,0,1,16,0.0,58.1,0.0,0,0,0,1,1,2,12.5,115,7.2
Marquez McCray,109056,QB,SACR HEART,1,2.72,2.65,3.07,4.5,45,280,84.0,25,26,7.2,1.82,0,0,0.0,73.1,19,3,9.5,26,57.8,2,10,,,,,67.9,83.0,73.4,,82.1,,,,,0,0,27,0.0,90.4,0.0,0,0,0,1,0,0,0.0,171,6.6,57.1,7,15,12.9,3.94,0,0,0.0,26.7,4,16,0.0,19,42.2,0,4,,,,,66.8,47.9,72.2,,45.3,,61.7,,,1,0,19,18.8,43.2,15.8,3,1,0,7,0,0,0.0,58,3.9
Paxton DeLaurent,159618,QB,SE MO ST,1,2.87,2.63,,4.16,45,293,65.0,20,20,7.5,1.7,0,0,0.0,60.0,12,5,7.7,20,44.4,1,4,,,,,67.1,55.5,72.4,,55.3,,,,,0,0,20,0.0,95.8,0.0,0,0,0,0,1,1,5.0,130,6.5,44.4,18,18,16.0,3.81,0,0,0.0,38.9,7,18,12.5,25,55.6,1,8,,,,,67.9,40.5,73.4,,28.6,,76.5,,,0,1,27,0.0,32.6,0.0,0,7,0,0,0,2,7.4,92,5.1
Kobe Tracy,141317,QB,UTAHTC,1,2.9,2.7,2.8,4.95,45,1285,82.4,17,17,8.7,1.97,0,2,10.5,76.5,13,6,7.1,17,37.8,1,6,,,,,67.0,61.9,72.2,,61.6,,,,,0,0,19,0.0,119.7,0.0,0,0,0,0,1,0,0.0,140,8.2,59.1,22,23,20.1,3.47,0,3,12.0,43.5,10,10,23.1,28,62.2,3,8,,,,,68.2,64.6,73.7,,64.5,,60.3,,,1,0,30,10.0,88.9,3.6,1,4,0,0,1,1,3.3,199,8.7
Holton Ahlers,77651,QB,E CAROLINA,1,2.29,2.2,,3.6,44,156,74.1,27,28,6.9,1.76,1,0,0.0,67.9,19,6,5.0,28,63.6,1,8,,,,,68.1,65.1,73.6,,64.7,,,,,0,1,29,0.0,76.3,0.0,0,0,0,0,1,1,3.4,139,5.0,61.5,13,13,16.2,3.23,0,0,0.0,46.2,6,6,25.0,16,36.4,2,7,,,,,66.7,77.9,71.8,,67.4,,76.9,,,0,1,17,0.0,74.5,0.0,0,3,0,0,1,1,5.9,126,9.7
Chevan Cordeiro,75886,QB,S JOSE ST,1,2.68,2.1,3.37,4.5,44,285,61.5,26,26,10.2,1.9,0,3,10.0,57.7,15,2,6.3,27,61.4,1,9,,,,,68.3,73.3,73.9,,72.7,,,,,0,0,31,50.0,101.3,3.7,1,0,0,0,1,0,0.0,239,9.2,0.0,3,4,20.3,3.92,0,0,0.0,0.0,0,13,,17,38.6,0,3,,,,,66.8,46.5,72.0,,29.1,,68.5,,,0,0,18,46.2,39.6,35.3,6,7,0,1,0,0,0.0,0,0.0
Tyrrell Pigrome,46511,QB,TOWSON,1,2.83,2.42,3.5,5.05,44,317,81.8,22,22,6.5,1.73,0,1,4.3,81.8,18,0,0.0,22,50.0,0,10,,,,,67.5,75.4,72.8,,74.8,,,,,0,0,23,,99.2,0.0,0,0,0,0,0,1,4.3,172,7.8,38.5,13,14,19.6,3.92,0,0,0.0,21.4,3,15,40.0,22,50.0,2,3,,,,,67.4,47.0,72.7,,36.0,,68.9,,,0,1,22,13.3,9.8,9.1,2,6,0,1,0,2,9.1,23,1.6
JT Daniels,83578,QB,W VIRGINIA,1,2.41,2.35,3.27,,43,343,83.3,24,24,4.5,1.87,0,0,0.0,70.8,17,6,15.0,26,60.5,3,7,,,,,26.7,72.7,73.4,,72.1,,,,,0,1,27,33.3,91.3,7.7,2,0,0,0,2,1,3.7,114,4.8,53.3,15,16,18.6,3.23,0,2,11.8,37.5,6,9,25.0,17,39.5,2,4,,,,,66.7,66.9,72.0,,66.5,,,,,1,0,18,11.1,59.4,5.9,1,0,0,0,0,1,5.6,100,6.3
Drake Maye,143969,QB,N CAROLINA,1,2.72,2.46,2.97,4.9,43,245,85.0,20,20,6.6,2.0,0,1,5.0,75.0,15,5,11.8,21,48.8,2,8,,,,,67.2,77.5,72.5,,76.8,,,,,0,0,21,20.0,132.3,4.8,1,0,0,0,2,0,0.0,165,8.3,69.2,13,16,16.6,3.41,0,2,12.5,56.3,9,14,0.0,22,51.2,0,12,,,,,67.5,90.1,72.8,,80.6,,79.8,,,0,0,23,14.3,137.2,9.1,2,4,0,3,2,0,0.0,187,11.7
Brady Meitz,149729,QB,STETSON,1,2.9,2.69,3.23,4.83,43,302,80.0,15,15,6.9,1.97,0,1,6.3,80.0,12,3,0.0,15,34.9,0,5,,,,,66.5,79.5,71.6,,78.9,,,,,0,0,16,0.0,141.0,0.0,0,0,0,0,1,0,0.0,189,12.6,69.6,23,23,10.5,3.4,0,0,0.0,65.2,15,14,6.3,28,65.1,1,9,,,,,68.1,48.7,73.6,,50.4,,54.5,,,0,1,29,7.1,67.3,3.6,1,4,0,0,0,1,3.4,160,7.0
John Paddock,77689,QB,BALL ST,1,2.03,2.03,,,43,117,73.5,34,36,6.6,1.84,2,2,5.4,66.7,24,10,4.0,36,83.7,1,12,,,,,68.8,86.6,74.5,,85.6,,,,,0,0,37,0.0,95.8,0.0,0,0,0,0,1,0,0.0,250,6.9,50.0,6,7,3.5,3.0,0,0,0.0,42.9,3,3,0.0,7,16.3,0,1,,,,,64.6,42.1,69.1,,42.2,,,,,0,2,7,0.0,10.7,0.0,0,0,0,1,0,1,14.3,17,2.4
Dante Perri,143112,QB,LEHIGH,1,2.71,2.48,,4.95,43,205,76.0,25,25,6.0,1.78,0,0,0.0,60.0,15,3,21.1,25,58.1,4,8,,,,,67.9,70.9,73.4,,70.3,,,,,0,1,27,0.0,70.9,0.0,0,0,0,0,1,1,3.7,133,5.3,75.0,12,14,9.7,4.02,0,0,0.0,50.0,7,10,22.2,18,41.9,2,7,,,,,23.4,71.4,72.2,,82.5,,47.1,,,0,0,19,0.0,95.5,0.0,0,4,0,2,1,1,5.3,94,6.7
Spencer Rattler,97408,QB,S CAROLINA,1,2.91,2.92,3.63,3.3,42,289,78.6,14,16,3.5,1.73,0,0,0.0,68.8,11,3,0.0,16,38.1,0,2,,,,,66.5,49.9,71.6,,49.7,,,,,0,1,16,0.0,71.9,0.0,0,0,0,2,1,0,0.0,68,4.3,65.0,20,21,10.1,3.78,0,1,4.5,57.1,12,14,7.7,25,59.5,1,9,,,,,67.9,60.2,73.4,,55.3,,69.7,,,0,1,27,21.4,63.2,12.0,3,1,0,1,0,3,11.1,168,8.0
Tommy DeVito,60545,QB,ILLINOIS,1,2.25,2.07,2.83,4.43,42,187,87.0,23,23,4.8,1.57,0,0,0.0,73.9,17,0,15.0,23,54.8,3,9,,,,,67.7,64.8,73.1,,64.4,,,,,0,0,25,,122.7,0.0,0,0,0,0,2,1,4.0,166,7.2,66.7,9,12,16.1,3.23,0,0,0.0,33.3,4,7,33.3,18,42.9,2,6,,,,,66.8,85.4,72.0,,77.8,,74.3,,,1,1,18,42.9,18.1,16.7,3,3,0,2,0,0,0.0,66,5.5
