player,player_id,position,team_name,player_game_count,base_dropbacks,blitz_accuracy_percent,blitz_aimed_passes,blitz_attempts,blitz_avg_depth_of_target,blitz_avg_time_to_throw,blitz_bats,blitz_big_time_throws,blitz_btt_rate,blitz_completion_percent,blitz_completions,blitz_def_gen_pressures,blitz_drop_rate,blitz_dropbacks,blitz_dropbacks_percent,blitz_drops,blitz_first_downs,blitz_grades_coverage_defense,blitz_grades_defense,blitz_grades_defense_penalty,blitz_grades_hands_drop,blitz_grades_hands_fumble,blitz_grades_offense,blitz_grades_offense_penalty,blitz_grades_pass,blitz_grades_pass_route,blitz_grades_run,blitz_hit_as_threw,blitz_interceptions,blitz_passing_snaps,blitz_pressure_to_sack_rate,blitz_qb_rating,blitz_sack_percent,blitz_sacks,blitz_scrambles,blitz_spikes,blitz_thrown_aways,blitz_touchdowns,blitz_turnover_worthy_plays,blitz_twp_rate,blitz_yards,blitz_ypa,declined_penalties,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,no_blitz_accuracy_percent,no_blitz_aimed_passes,no_blitz_attempts,no_blitz_avg_depth_of_target,no_blitz_avg_time_to_throw,no_blitz_bats,no_blitz_big_time_throws,no_blitz_btt_rate,no_blitz_completion_percent,no_blitz_completions,no_blitz_def_gen_pressures,no_blitz_drop_rate,no_blitz_dropbacks,no_blitz_dropbacks_percent,no_blitz_drops,no_blitz_first_downs,no_blitz_grades_coverage_defense,no_blitz_grades_defense,no_blitz_grades_defense_penalty,no_blitz_grades_hands_drop,no_blitz_grades_hands_fumble,no_blitz_grades_offense,no_blitz_grades_offense_penalty,no_blitz_grades_pass,no_blitz_grades_pass_route,no_blitz_grades_run,no_blitz_hit_as_threw,no_blitz_interceptions,no_blitz_passing_snaps,no_blitz_pressure_to_sack_rate,no_blitz_qb_rating,no_blitz_sack_percent,no_blitz_sacks,no_blitz_scrambles,no_blitz_spikes,no_blitz_thrown_aways,no_blitz_touchdowns,no_blitz_turnover_worthy_plays,no_blitz_twp_rate,no_blitz_yards,no_blitz_ypa,no_pressure_accuracy_percent,no_pressure_aimed_passes,no_pressure_attempts,no_pressure_avg_depth_of_target,no_pressure_avg_time_to_throw,no_pressure_bats,no_pressure_big_time_throws,no_pressure_btt_rate,no_pressure_completion_percent,no_pressure_completions,no_pressure_def_gen_pressures,no_pressure_drop_rate,no_pressure_dropbacks,no_pressure_dropbacks_percent,no_pressure_drops,no_pressure_first_downs,no_pressure_grades_coverage_defense,no_pressure_grades_defense,no_pressure_grades_defense_penalty,no_pressure_grades_hands_drop,no_pressure_grades_hands_fumble,no_pressure_grades_offense,no_pressure_grades_offense_penalty,no_pressure_grades_pass,no_pressure_grades_pass_route,no_pressure_grades_run,no_pressure_hit_as_threw,no_pressure_interceptions,no_pressure_passing_snaps,no_pressure_pressure_to_sack_rate,no_pressure_qb_rating,no_pressure_sack_percent,no_pressure_sacks,no_pressure_scrambles,no_pressure_spikes,no_pressure_thrown_aways,no_pressure_touchdowns,no_pressure_turnover_worthy_plays,no_pressure_twp_rate,no_pressure_yards,no_pressure_ypa,penalties,pressure_accuracy_percent,pressure_aimed_passes,pressure_attempts,pressure_avg_depth_of_target,pressure_avg_time_to_throw,pressure_bats,pressure_big_time_throws,pressure_btt_rate,pressure_completion_percent,pressure_completions,pressure_def_gen_pressures,pressure_drop_rate,pressure_dropbacks,pressure_dropbacks_percent,pressure_drops,pressure_first_downs,pressure_grades_coverage_defense,pressure_grades_defense,pressure_grades_defense_penalty,pressure_grades_hands_drop,pressure_grades_hands_fumble,pressure_grades_offense,pressure_grades_offense_penalty,pressure_grades_pass,pressure_grades_pass_route,pressure_grades_run,pressure_hit_as_threw,pressure_interceptions,pressure_passing_snaps,pressure_pressure_to_sack_rate,pressure_qb_rating,pressure_sack_percent,pressure_sacks,pressure_scrambles,pressure_spikes,pressure_thrown_aways,pressure_touchdowns,pressure_turnover_worthy_plays,pressure_twp_rate,pressure_yards,pressure_ypa
Alex Flinn,123797,QB,E CAROLINA,1,46,100.0,2,3,0.5,2.7,0,0,0.0,66.7,2,2,0.0,4,8.7,0,1,,,,,63.3,54.7,67.4,60.2,,57.3,0,0,4,0.0,71.5,0.0,0,1,0,1,0,0,0.0,10,3.3,0,156,39.8,54.7,56.4,55.0,72.7,33,35,8.1,3.22,0,0,0.0,62.9,22,10,8.3,42,91.3,2,6,,,,,33.1,54.1,75.0,56.2,,53.9,2,2,43,30.0,47.9,7.1,3,4,0,0,0,4,9.3,145,4.1,71.0,31,31,8.1,2.88,0,0,0.0,64.5,20,0,9.1,34,73.9,2,6,,,,,68.6,60.9,74.3,62.3,,56.6,0,2,35,,46.7,0.0,0,3,0,0,0,3,8.6,132,4.3,0,100.0,4,7,3.8,4.02,0,0,0.0,57.1,4,12,0.0,12,26.1,0,1,,,,,19.2,37.7,70.7,41.8,,52.5,2,0,12,25.0,63.4,25.0,3,2,0,1,0,1,8.3,23,3.3
Grayson Loftis,170054,QB,DUKE,1,45,71.4,7,9,4.9,2.44,1,0,0.0,55.6,5,3,0.0,9,20.0,0,3,,,,,65.6,54.9,70.4,54.8,,,0,0,11,0.0,101.9,0.0,0,0,0,1,2,0,0.0,30,3.3,0,154,69.6,65.1,65.3,57.3,68.8,32,34,8.4,2.86,1,1,2.8,61.8,21,8,4.5,36,80.0,1,14,,,,,68.9,67.6,74.6,68.4,,57.3,0,1,38,12.5,70.7,2.8,1,1,0,1,0,1,2.6,240,7.1,71.9,32,34,8.3,2.61,2,1,2.8,64.7,22,0,4.3,34,75.6,1,14,,,,,68.7,66.2,74.4,65.8,,,0,1,36,,82.6,0.0,0,0,0,0,1,1,2.8,237,7.0,0,57.1,7,9,5.3,3.27,0,0,0.0,44.4,4,11,0.0,11,24.4,0,3,,,,,66.0,58.9,71.0,61.4,,57.3,0,0,13,9.1,91.4,9.1,1,1,0,2,1,0,0.0,33,3.7
Drake Maye,143969,QB,N CAROLINA,1,45,64.7,17,20,16.3,2.54,1,3,14.3,45.0,9,8,18.2,24,53.3,2,6,,,,,67.7,81.6,73.3,79.4,60.0,64.1,1,0,25,37.5,83.5,12.5,3,1,0,1,1,0,0.0,131,6.6,0,245,70.3,63.2,53.5,79.8,46.7,15,16,13.3,3.1,1,0,0.0,43.8,7,9,0.0,21,46.7,0,6,,,,,67.5,37.8,72.8,29.4,,70.9,0,1,23,11.1,32.8,4.8,1,4,0,0,0,2,8.7,78,4.9,60.0,25,26,15.0,2.34,1,2,7.1,50.0,13,0,13.3,28,62.2,2,8,,,,,68.2,60.9,73.7,56.3,,70.7,0,1,30,,52.2,0.0,0,2,0,0,0,2,6.7,153,5.9,1,42.9,7,10,14.6,3.56,1,1,10.0,30.0,3,17,0.0,17,37.8,0,4,,,,,66.8,57.7,72.2,51.7,60.0,67.3,1,0,18,23.5,83.8,23.5,4,3,0,1,1,0,0.0,56,5.6
Cade McConnell,73935,QB,UTEP,1,45,62.5,16,18,11.4,2.69,0,1,5.0,55.6,10,12,0.0,21,46.7,0,6,,,,,67.5,61.2,72.8,60.9,,,0,0,23,25.0,137.5,14.3,3,0,0,2,2,1,4.3,232,12.9,0,330,37.8,63.6,70.2,36.7,66.7,21,23,9.1,2.74,0,2,8.7,60.9,14,2,0.0,24,53.3,0,8,,,,,67.6,74.0,73.0,75.5,,57.3,0,1,24,0.0,58.6,0.0,0,1,0,2,0,2,8.3,132,5.7,66.7,30,30,9.7,2.4,0,3,9.7,66.7,20,0,0.0,31,68.9,0,11,,,,,68.4,74.4,74.0,75.3,,57.3,0,1,32,,104.6,0.0,0,1,0,0,2,2,6.3,278,9.3,0,57.1,7,11,11.7,3.41,0,0,0.0,36.4,4,14,0.0,14,31.1,0,3,,,,,66.4,55.3,71.4,55.2,,,0,0,15,21.4,65.0,21.4,3,0,0,4,0,1,6.7,86,7.8
Byrum Brown,156206,QB,USF,1,43,69.2,13,16,11.7,2.96,1,2,11.8,50.0,8,8,11.1,17,39.5,1,5,,,,,66.8,80.0,72.0,79.2,,,0,2,18,12.5,65.6,5.9,1,0,0,2,1,1,5.6,156,9.8,0,327,72.6,73.1,73.6,61.4,68.2,22,23,10.6,2.94,0,1,4.2,65.2,15,5,0.0,26,60.5,0,5,,,,,68.0,63.3,73.5,64.6,,57.3,0,0,28,20.0,80.2,3.8,1,2,0,1,0,0,0.0,131,5.7,76.9,26,28,10.7,2.84,0,2,6.7,67.9,19,0,5.0,30,69.8,1,8,,,,,68.4,82.0,74.0,81.5,,61.6,0,0,32,,89.6,0.0,0,2,0,2,0,0,0.0,208,7.4,0,44.4,9,11,11.8,3.22,1,1,9.1,36.4,4,13,0.0,13,30.2,0,2,,,,,66.2,49.6,71.2,52.4,,56.7,0,2,14,15.4,53.0,15.4,2,0,0,1,1,1,7.1,79,7.2
Alan Bowman,77679,QB,OKLA STATE,1,43,75.0,16,19,9.3,2.25,0,2,10.5,63.2,12,4,0.0,19,44.2,0,9,,,,,67.0,72.4,72.2,71.9,,,0,1,19,0.0,84.5,0.0,0,0,0,3,1,1,5.3,156,8.2,0,262,48.1,81.8,82.6,56.5,81.8,22,24,8.2,2.6,0,2,7.7,70.8,17,3,5.6,24,55.8,1,12,,,,,67.8,84.7,73.3,83.8,,,0,0,26,0.0,108.3,0.0,0,0,0,2,1,1,3.8,192,8.0,79.4,34,36,8.6,2.23,0,4,10.5,72.2,26,0,3.7,36,83.7,1,18,,,,,68.9,84.0,74.6,83.0,,,0,1,38,,104.4,0.0,0,0,0,2,2,1,2.6,304,8.4,0,75.0,4,7,9.3,3.54,0,0,0.0,42.9,3,7,0.0,7,16.3,0,3,,,,,64.6,67.8,69.1,67.5,,,0,0,7,0.0,64.0,0.0,0,0,0,3,0,1,14.3,44,6.3
Austin Reed,111760,QB,W KENTUCKY,1,42,55.6,9,9,9.0,2.64,0,1,11.1,55.6,5,4,0.0,10,23.8,0,3,,,,,65.4,37.8,70.1,38.1,,,0,1,10,25.0,97.9,10.0,1,0,0,0,1,2,20.0,114,12.7,0,346,39.0,56.0,59.5,48.0,77.4,31,32,9.4,2.38,0,3,9.1,71.9,23,3,4.2,32,76.2,1,10,,,,,68.5,70.1,74.1,69.6,,,0,3,33,0.0,79.9,0.0,0,0,0,1,2,2,6.1,278,8.7,76.5,34,35,7.4,2.26,0,3,8.3,71.4,25,0,3.8,35,83.3,1,10,,,,,68.7,53.9,74.4,53.8,,,0,3,36,,77.7,0.0,0,0,0,1,2,4,11.1,275,7.9,0,50.0,6,6,20.0,3.39,0,1,16.7,50.0,3,7,0.0,7,16.7,0,3,,,,,64.6,75.2,69.1,74.7,,,0,1,7,14.3,95.8,14.3,1,0,0,0,1,0,0.0,117,19.5
Katin Houser,158386,QB,MICH STATE,1,42,62.5,8,9,15.8,2.63,0,0,0.0,55.6,5,2,0.0,9,21.4,0,4,,,,,65.6,41.6,70.4,41.9,,,0,2,11,0.0,80.1,0.0,0,0,0,1,1,2,18.2,74,8.2,0,223,41.1,59.8,57.7,62.9,73.3,30,30,6.2,2.68,0,2,6.3,66.7,20,6,9.1,33,78.6,2,11,,,,,29.5,67.2,74.3,66.3,,62.0,0,0,35,16.7,108.7,3.0,1,2,0,0,2,1,2.9,208,6.9,75.8,33,33,7.2,2.37,0,1,2.8,69.7,23,0,8.0,34,81.0,2,13,,,,,30.0,55.2,74.5,55.0,,,0,2,37,,84.7,2.9,1,0,0,0,2,3,8.1,234,7.1,0,40.0,5,6,14.6,3.95,0,1,14.3,33.3,2,8,0.0,8,19.0,0,2,,,,,65.1,67.5,69.8,66.4,,62.0,0,0,9,0.0,102.8,0.0,0,2,0,1,1,0,0.0,48,8.0
Nicholas Vattiato,145302,QB,MIDDLE TN,1,42,66.7,3,4,11.0,2.82,0,0,0.0,25.0,1,2,50.0,5,11.9,1,2,,,,,63.8,48.4,68.1,40.9,,63.2,0,1,5,0.0,44.8,0.0,0,1,0,1,1,1,20.0,17,4.3,0,224,42.4,48.7,49.8,54.1,62.1,29,31,9.0,2.69,1,2,6.5,54.8,17,7,5.6,37,88.1,1,8,,,,,68.8,53.1,74.5,54.1,,56.1,0,0,37,28.6,99.5,5.4,2,4,0,1,2,1,2.7,225,7.3,64.3,28,29,8.5,2.38,1,2,6.9,55.2,16,0,11.1,33,78.6,2,8,,,,,68.5,53.5,74.1,54.6,,56.1,0,1,33,,100.5,0.0,0,4,0,0,3,2,6.1,225,7.8,0,50.0,4,6,14.5,3.9,0,0,0.0,33.3,2,9,0.0,9,21.4,0,2,,,,,65.1,48.6,69.8,42.5,,63.2,0,0,9,22.2,42.4,22.2,2,1,0,2,0,0,0.0,17,2.8
Brendan Sorsby,156398,QB,INDIANA,1,41,40.0,10,10,11.4,2.22,0,0,0.0,30.0,3,4,25.0,11,26.8,1,2,,,,,65.4,50.7,70.4,50.7,,,0,0,11,25.0,72.9,9.1,1,0,0,0,1,0,0.0,14,1.4,0,190,71.8,70.1,61.2,74.8,72.7,22,25,8.2,3.06,1,1,4.0,64.0,16,9,0.0,30,73.2,0,9,,,,,68.2,68.4,73.7,66.5,,64.4,1,0,30,22.2,99.3,6.7,2,3,0,1,1,0,0.0,183,7.3,59.3,27,28,8.6,2.29,1,1,3.6,57.1,16,0,0.0,28,68.3,0,6,,,,,68.0,59.3,73.5,59.1,,,0,0,28,,97.3,0.0,0,0,0,0,2,0,0.0,160,5.7,1,80.0,5,7,12.8,3.99,0,0,0.0,42.9,3,13,25.0,13,31.7,1,5,,,,,65.8,68.6,71.0,65.5,,64.4,1,0,13,23.1,59.8,23.1,3,3,0,1,0,0,0.0,37,5.3
Keyone Jenkins,170403,QB,FIU,1,41,58.3,12,14,10.7,2.31,0,1,7.1,42.9,6,7,14.3,15,36.6,1,4,,,,,66.5,54.0,71.6,50.1,,64.3,1,2,16,14.3,74.1,6.7,1,0,0,1,2,1,6.3,122,8.7,0,166,70.5,60.4,60.8,59.3,85.7,21,22,6.0,2.68,0,1,4.3,68.2,15,8,16.7,26,63.4,3,5,,,,,67.9,65.3,73.6,68.7,,52.9,0,0,27,25.0,86.0,7.7,2,2,0,1,0,0,0.0,143,6.5,79.2,24,25,6.5,2.27,0,2,7.7,60.0,15,0,21.1,26,63.4,4,6,,,,,68.0,74.2,73.8,73.6,,62.1,0,1,28,,81.3,0.0,0,1,0,1,1,0,0.0,195,7.8,1,66.7,9,11,10.7,3.01,0,0,0.0,54.5,6,15,0.0,15,36.6,0,3,,,,,66.4,39.5,71.4,41.2,,57.3,1,1,15,20.0,66.5,20.0,3,1,0,1,1,1,6.7,70,6.4
Tyler Van Dyke,122225,QB,MIAMI FL,1,41,53.3,15,16,7.9,2.3,1,0,0.0,50.0,8,9,0.0,17,41.5,0,4,,,,,67.0,65.5,72.2,62.2,,64.3,0,0,19,0.0,62.8,0.0,0,1,0,0,0,0,0.0,73,4.6,0,220,69.2,76.3,74.0,64.3,89.5,19,23,13.0,3.07,0,2,8.7,69.6,16,7,5.9,24,58.5,1,10,,,,,67.6,80.3,73.0,79.5,,,0,0,24,14.3,120.6,4.2,1,0,0,4,1,0,0.0,254,11.0,87.5,24,25,10.9,2.48,1,2,7.7,80.0,20,0,4.8,25,61.0,1,12,,,,,67.8,82.8,73.3,82.0,,,0,0,26,,130.2,0.0,0,0,0,0,1,0,0.0,301,12.0,0,40.0,10,14,10.4,3.18,0,0,0.0,28.6,4,16,0.0,16,39.0,0,2,,,,,66.7,59.7,71.8,55.7,,64.3,0,0,17,6.3,39.6,6.3,1,1,0,4,0,0,0.0,26,1.9
Davis Brin,77642,QB,GA SOUTHRN,1,40,61.5,13,13,10.8,2.88,0,0,0.0,53.8,7,3,12.5,16,40.0,1,7,,,,,67.0,49.8,72.2,46.5,,63.6,0,0,19,0.0,97.3,0.0,0,3,0,0,1,1,5.3,77,5.9,0,174,70.2,71.0,69.1,64.8,72.7,22,22,10.5,2.46,0,1,4.2,59.1,13,5,18.8,24,60.0,3,6,,,,,67.9,83.6,73.4,82.7,,,0,0,27,40.0,81.3,8.3,2,0,0,0,0,0,0.0,158,7.2,73.3,30,30,9.9,2.4,0,1,2.9,60.0,18,0,18.2,32,80.0,4,10,,,,,68.7,72.3,74.4,72.3,,59.5,0,0,36,,90.7,0.0,0,2,0,0,1,1,2.8,198,6.6,0,40.0,5,5,14.8,3.55,0,0,0.0,40.0,2,8,0.0,8,20.0,0,3,,,,,65.4,59.7,70.1,55.4,,63.2,0,0,10,25.0,66.3,25.0,2,1,0,0,0,0,0.0,37,7.4
Hank Bachmeier,101284,QB,LA TECH,1,40,62.5,16,19,5.8,2.22,1,0,0.0,52.6,10,10,0.0,21,52.5,0,5,,,,,67.4,42.6,72.7,44.0,,57.3,1,1,22,0.0,42.7,0.0,0,1,0,1,0,1,4.5,85,4.5,0,208,70.0,62.4,64.0,55.0,83.3,18,18,6.4,2.66,0,2,11.1,77.8,14,6,6.7,19,47.5,1,6,,,,,67.0,81.5,72.2,83.7,,57.3,0,0,19,0.0,111.3,0.0,0,1,0,0,1,1,5.3,113,6.3,75.0,24,24,5.5,2.13,0,2,8.0,75.0,18,0,0.0,24,60.0,0,7,,,,,67.7,73.3,73.1,72.7,,,0,0,25,,100.3,0.0,0,0,0,0,1,1,4.0,126,5.3,0,70.0,10,13,7.6,2.89,1,0,0.0,46.2,6,16,14.3,16,40.0,1,4,,,,,66.5,45.0,71.6,48.6,,52.9,1,1,16,0.0,31.6,0.0,0,2,0,1,0,1,6.3,72,5.5
Jarrett Guest,97997,QB,COAST CAR,1,40,77.8,9,9,9.0,2.54,0,1,9.1,77.8,7,1,0.0,12,30.0,0,6,,,,,66.2,74.2,71.2,84.5,,50.2,0,0,14,0.0,158.3,0.0,0,3,0,0,2,0,0.0,143,15.9,0,141,69.7,59.1,63.2,49.0,80.8,26,27,5.1,2.52,1,0,0.0,70.4,19,2,9.5,28,70.0,2,7,,,,,68.2,49.1,73.7,50.3,,57.3,0,1,30,0.0,78.6,0.0,0,1,0,0,1,1,3.3,136,5.0,79.4,34,35,6.2,2.39,1,1,2.7,71.4,25,0,7.4,37,92.5,2,12,,,,,68.9,57.7,74.7,59.8,,53.1,0,1,39,,110.5,0.0,0,2,0,0,3,1,2.6,271,7.7,0,100.0,1,1,3.0,4.17,0,0,0.0,100.0,1,3,0.0,3,7.5,0,1,,,,,63.8,63.6,68.1,76.5,,52.7,0,0,5,0.0,100.0,0.0,0,2,0,0,0,0,0.0,8,8.0
Connor Bazelak,99135,QB,BOWL GREEN,1,40,75.0,8,9,11.5,2.68,0,1,11.1,66.7,6,2,0.0,9,22.5,0,3,,,,,65.1,76.6,69.8,76.1,,,0,0,9,0.0,94.7,0.0,0,0,0,1,0,0,0.0,80,8.9,0,122,69.9,67.8,68.7,57.9,70.8,24,26,6.2,3.15,0,0,0.0,65.4,17,12,0.0,31,77.5,0,11,,,,,68.3,61.3,74.0,62.9,57.2,57.3,0,0,31,33.3,102.4,12.9,4,1,0,2,1,0,0.0,206,7.9,80.0,25,25,6.2,2.56,0,0,0.0,80.0,20,0,0.0,26,65.0,0,12,,,,,67.8,73.3,73.3,74.7,,57.3,0,0,26,,122.2,0.0,0,1,0,0,1,0,0.0,253,10.1,0,42.9,7,10,12.1,3.93,0,1,10.0,30.0,3,14,0.0,14,35.0,0,2,,,,,66.2,54.2,71.4,54.5,57.2,,0,0,14,28.6,40.8,28.6,4,0,0,3,0,0,0.0,33,3.3
Fernando Mendoza,158323,QB,CAL,1,40,84.6,13,15,11.6,2.42,1,2,12.5,66.7,10,3,9.1,17,42.5,1,10,,,,,66.8,90.7,72.0,90.1,,63.1,1,0,18,33.3,144.2,5.9,1,1,0,0,3,0,0.0,169,11.3,0,130,70.9,72.5,69.3,68.0,66.7,21,21,8.8,2.69,0,0,0.0,66.7,14,7,0.0,23,57.5,0,4,,,,,67.7,49.2,73.3,50.5,,58.4,0,1,26,28.6,62.6,8.7,2,0,0,0,0,1,3.8,125,6.0,75.0,28,29,9.1,2.36,1,1,3.1,69.0,20,0,4.8,30,75.0,1,12,,,,,68.5,71.4,74.1,69.6,,63.1,0,1,33,,100.5,0.0,0,1,0,0,2,1,3.0,225,7.8,0,66.7,6,7,13.3,3.23,0,1,14.3,57.1,4,10,0.0,10,25.0,0,2,,,,,65.4,60.7,70.4,63.6,,58.4,1,0,11,30.0,130.4,30.0,3,0,0,0,1,0,0.0,69,9.9
Brady Cook,124199,QB,MISSOURI,1,39,66.7,18,22,10.4,3.0,0,0,0.0,54.5,12,8,0.0,24,61.5,0,9,,,,,67.7,68.1,73.1,69.6,,57.3,0,0,25,12.5,104.7,4.2,1,1,0,4,1,0,0.0,222,10.1,0,229,70.7,64.5,67.7,52.7,61.5,13,14,11.7,2.51,0,0,0.0,57.1,8,4,0.0,15,38.5,0,3,,,,,66.4,59.6,71.4,61.7,,57.3,0,0,15,0.0,82.1,0.0,0,1,1,0,0,1,6.7,109,7.8,65.4,26,27,11.3,2.2,0,0,0.0,63.0,17,0,0.0,27,69.2,0,11,,,,,68.0,76.9,73.5,76.1,,,0,0,28,,109.0,0.0,0,0,1,0,1,0,0.0,273,10.1,0,60.0,5,9,9.0,4.18,0,0,0.0,33.3,3,12,0.0,12,30.8,0,1,,,,,65.8,39.7,70.7,43.4,,53.1,0,0,12,8.3,56.7,8.3,1,2,0,4,0,1,8.3,58,6.4
Chandler Rogers,98683,QB,N TEXAS,1,39,72.7,11,11,13.6,2.81,0,2,18.2,63.6,7,10,12.5,16,41.0,1,6,,,,,66.4,84.8,71.6,81.6,,67.1,0,0,16,30.0,142.0,18.8,3,2,0,0,3,0,0.0,125,11.4,0,251,71.8,91.0,90.8,68.3,80.0,20,20,11.3,2.87,0,2,9.1,60.0,12,7,25.0,23,59.0,4,5,,,,,67.6,91.0,73.1,90.3,,64.1,0,0,25,28.6,87.3,8.7,2,1,0,0,0,1,4.0,169,8.5,76.2,21,21,11.9,2.62,0,1,4.5,57.1,12,0,25.0,22,56.4,4,6,,,,,67.5,73.5,72.8,70.7,,64.1,0,0,23,,80.5,0.0,0,1,0,0,0,1,4.3,155,7.4,0,80.0,10,10,12.7,3.14,0,3,27.3,70.0,7,17,12.5,17,43.6,1,5,,,,,66.5,95.1,72.0,94.8,,67.1,0,0,18,29.4,152.1,29.4,5,2,0,0,3,0,0.0,139,13.9
Jack Plummer,83543,QB,LOUISVILLE,1,39,78.9,19,21,8.2,2.54,0,2,9.1,61.9,13,9,13.3,22,56.4,2,10,,,,,67.5,82.2,72.8,83.6,,57.8,0,0,23,0.0,130.2,0.0,0,1,0,2,3,0,0.0,186,8.9,0,210,70.5,75.5,76.6,58.4,92.3,13,16,6.7,2.86,1,0,0.0,68.8,11,9,8.3,17,43.6,1,8,,,,,67.1,60.4,72.4,62.2,,57.3,0,1,20,0.0,65.1,0.0,0,1,0,2,0,1,5.0,122,7.6,80.0,20,21,8.0,1.94,1,1,4.2,66.7,14,0,12.5,21,53.8,2,9,,,,,67.6,61.0,73.0,60.7,,,0,1,24,,104.9,0.0,0,0,0,0,2,1,4.2,178,8.5,0,91.7,12,16,6.8,3.54,0,1,5.9,62.5,10,18,9.1,18,46.2,1,9,,,,,67.0,86.0,72.2,90.4,,53.8,0,0,19,0.0,108.9,0.0,0,2,0,4,1,0,0.0,130,8.1
Ta'Quan Roberson,101625,QB,UCONN,1,39,71.4,7,7,9.4,2.04,0,1,14.3,71.4,5,0,0.0,7,17.9,0,3,,,,,64.6,67.3,69.5,67.7,60.0,,0,0,7,,125.6,0.0,0,0,0,0,1,0,0.0,41,5.9,0,146,69.4,71.8,67.3,71.0,73.1,26,28,7.2,2.52,2,1,3.6,60.7,17,3,10.5,32,82.1,2,10,,,,,68.4,68.6,74.0,65.5,,66.9,0,0,32,0.0,112.2,0.0,0,3,0,0,3,1,3.1,160,5.7,74.2,31,33,7.9,2.26,2,2,6.1,63.6,21,0,8.7,36,92.3,2,12,,,,,68.7,69.1,74.4,64.8,,71.1,0,0,36,,118.8,0.0,0,2,0,0,4,1,2.8,191,5.8,0,50.0,2,2,4.5,4.5,0,0,0.0,50.0,1,3,0.0,3,7.7,0,1,,,,,62.7,65.7,67.4,73.7,60.0,57.3,0,0,3,0.0,64.6,0.0,0,1,0,0,0,0,0.0,10,5.0
Ashton Daniels,157259,QB,STANFORD,1,38,40.0,5,5,7.6,3.58,0,0,0.0,40.0,2,3,0.0,6,15.8,0,0,,,,,64.2,67.2,68.6,71.9,,57.3,0,0,6,0.0,47.9,0.0,0,1,0,0,0,0,0.0,7,1.4,0,300,42.9,81.8,76.5,72.6,65.4,26,30,11.6,3.65,1,3,9.7,53.3,16,11,5.9,32,84.2,1,8,,,,,68.6,77.5,74.4,74.7,,67.7,0,0,35,9.1,82.8,3.1,1,1,0,3,1,1,2.9,181,6.0,65.0,20,22,9.9,3.03,1,2,9.1,54.5,12,0,7.7,24,63.2,1,6,,,,,67.6,73.8,73.0,73.1,,61.8,0,0,24,,88.4,0.0,0,2,0,1,1,1,4.2,136,6.2,0,54.5,11,13,12.8,4.67,0,1,7.1,46.2,6,14,0.0,14,36.8,0,2,,,,,66.7,75.3,72.0,74.1,,63.0,0,0,17,7.1,57.2,7.1,1,0,0,2,0,0,0.0,52,4.0
Devin Leary,77628,QB,KENTUCKY,1,38,66.7,9,10,13.6,2.2,1,1,7.7,50.0,5,3,16.7,10,26.3,1,3,,,,,66.0,74.9,71.0,74.3,,,0,1,13,0.0,54.6,0.0,0,0,0,0,1,1,7.7,41,4.1,0,202,69.5,52.5,53.3,54.2,57.1,21,24,14.2,2.97,3,1,4.0,50.0,12,8,0.0,28,73.7,0,7,,,,,68.0,39.9,73.6,41.7,,53.8,0,0,29,25.0,65.5,7.1,2,2,0,0,0,3,10.3,125,5.2,69.6,23,26,12.4,2.6,3,2,7.4,57.7,15,0,6.3,27,71.1,1,9,,,,,68.0,72.1,73.5,73.2,,57.3,0,0,28,,87.7,0.0,0,1,0,0,1,2,7.1,154,5.9,1,28.6,7,8,19.3,3.18,1,0,0.0,25.0,2,11,0.0,11,28.9,0,1,,,,,66.0,27.5,71.2,27.6,,57.8,0,1,14,18.2,0.0,18.2,2,1,0,0,0,2,14.3,12,1.5
Cade Klubnik,156253,QB,CLEMSON,1,38,73.3,15,15,9.5,2.11,0,0,0.0,60.0,9,4,18.2,15,39.5,2,5,,,,,66.8,48.9,72.0,48.9,,,0,0,18,0.0,93.8,0.0,0,0,0,0,1,1,5.6,70,4.7,0,140,72.5,58.9,54.3,64.4,72.2,18,20,10.2,2.36,0,1,4.8,65.0,13,3,0.0,23,60.5,0,9,,,,,67.6,60.1,73.0,61.5,,57.1,0,0,24,0.0,88.3,0.0,0,3,2,0,0,0,0.0,154,7.7,75.0,28,30,8.0,2.05,0,1,3.2,66.7,20,0,4.8,31,81.6,1,12,,,,,68.4,60.7,74.0,61.7,,57.3,0,0,32,,95.8,0.0,0,1,2,0,1,0,0.0,195,6.5,0,60.0,5,5,20.6,3.23,0,0,0.0,40.0,2,7,33.3,7,18.4,1,2,,,,,65.4,43.4,70.1,41.2,,60.3,0,0,10,0.0,59.6,0.0,0,2,0,0,0,1,10.0,29,5.8
