player,player_id,position,team_name,player_game_count,base_dropbacks,blitz_accuracy_percent,blitz_aimed_passes,blitz_attempts,blitz_avg_depth_of_target,blitz_avg_time_to_throw,blitz_bats,blitz_big_time_throws,blitz_btt_rate,blitz_completion_percent,blitz_completions,blitz_def_gen_pressures,blitz_drop_rate,blitz_dropbacks,blitz_dropbacks_percent,blitz_drops,blitz_first_downs,blitz_grades_hands_drop,blitz_grades_hands_fumble,blitz_grades_offense,blitz_grades_offense_penalty,blitz_grades_pass,blitz_grades_pass_route,blitz_grades_run,blitz_hit_as_threw,blitz_interceptions,blitz_passing_snaps,blitz_pressure_to_sack_rate,blitz_qb_rating,blitz_sack_percent,blitz_sacks,blitz_scrambles,blitz_spikes,blitz_thrown_aways,blitz_touchdowns,blitz_turnover_worthy_plays,blitz_twp_rate,blitz_yards,blitz_ypa,declined_penalties,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,no_blitz_accuracy_percent,no_blitz_aimed_passes,no_blitz_attempts,no_blitz_avg_depth_of_target,no_blitz_avg_time_to_throw,no_blitz_bats,no_blitz_big_time_throws,no_blitz_btt_rate,no_blitz_completion_percent,no_blitz_completions,no_blitz_def_gen_pressures,no_blitz_drop_rate,no_blitz_dropbacks,no_blitz_dropbacks_percent,no_blitz_drops,no_blitz_first_downs,no_blitz_grades_hands_drop,no_blitz_grades_hands_fumble,no_blitz_grades_offense,no_blitz_grades_offense_penalty,no_blitz_grades_pass,no_blitz_grades_pass_route,no_blitz_grades_run,no_blitz_hit_as_threw,no_blitz_interceptions,no_blitz_passing_snaps,no_blitz_pressure_to_sack_rate,no_blitz_qb_rating,no_blitz_sack_percent,no_blitz_sacks,no_blitz_scrambles,no_blitz_spikes,no_blitz_thrown_aways,no_blitz_touchdowns,no_blitz_turnover_worthy_plays,no_blitz_twp_rate,no_blitz_yards,no_blitz_ypa,no_pressure_accuracy_percent,no_pressure_aimed_passes,no_pressure_attempts,no_pressure_avg_depth_of_target,no_pressure_avg_time_to_throw,no_pressure_bats,no_pressure_big_time_throws,no_pressure_btt_rate,no_pressure_completion_percent,no_pressure_completions,no_pressure_def_gen_pressures,no_pressure_drop_rate,no_pressure_dropbacks,no_pressure_dropbacks_percent,no_pressure_drops,no_pressure_first_downs,no_pressure_grades_hands_drop,no_pressure_grades_hands_fumble,no_pressure_grades_offense,no_pressure_grades_offense_penalty,no_pressure_grades_pass,no_pressure_grades_pass_route,no_pressure_grades_run,no_pressure_hit_as_threw,no_pressure_interceptions,no_pressure_passing_snaps,no_pressure_pressure_to_sack_rate,no_pressure_qb_rating,no_pressure_sack_percent,no_pressure_sacks,no_pressure_scrambles,no_pressure_spikes,no_pressure_thrown_aways,no_pressure_touchdowns,no_pressure_turnover_worthy_plays,no_pressure_twp_rate,no_pressure_yards,no_pressure_ypa,penalties,pressure_accuracy_percent,pressure_aimed_passes,pressure_attempts,pressure_avg_depth_of_target,pressure_avg_time_to_throw,pressure_bats,pressure_big_time_throws,pressure_btt_rate,pressure_completion_percent,pressure_completions,pressure_def_gen_pressures,pressure_drop_rate,pressure_dropbacks,pressure_dropbacks_percent,pressure_drops,pressure_first_downs,pressure_grades_hands_drop,pressure_grades_hands_fumble,pressure_grades_offense,pressure_grades_offense_penalty,pressure_grades_pass,pressure_grades_pass_route,pressure_grades_run,pressure_hit_as_threw,pressure_interceptions,pressure_passing_snaps,pressure_pressure_to_sack_rate,pressure_qb_rating,pressure_sack_percent,pressure_sacks,pressure_scrambles,pressure_spikes,pressure_thrown_aways,pressure_touchdowns,pressure_turnover_worthy_plays,pressure_twp_rate,pressure_yards,pressure_ypa
Parker Navarro,123758,QB,OHIO,1,30,100.0,2,2,7.0,2.8,0,0,0.0,50.0,1,1,50.0,2,6.7,1,1,,61.8,80.3,65.5,79.6,,,0,0,2,0.0,127.1,0.0,0,0,0,0,1,0,0.0,21,10.5,0,259,26.8,73.9,59.2,80.0,80.0,25,25,9.8,2.49,0,1,3.8,76.0,19,4,5.0,28,93.3,1,11,,20.3,56.8,73.6,54.7,,63.2,0,0,29,25.0,114.4,3.6,1,1,0,0,1,3,10.3,214,8.6,80.0,25,25,10.0,2.28,0,1,3.8,72.0,18,0,10.0,25,83.3,2,9,,67.8,74.7,73.3,74.1,,,0,0,26,,108.6,0.0,0,0,0,0,1,2,7.7,199,8.0,0,100.0,2,2,4.0,3.64,0,0,0.0,100.0,2,5,0.0,5,16.7,0,3,,3.1,25.9,68.1,23.4,,63.2,0,0,5,20.0,158.3,20.0,1,1,0,0,1,1,20.0,36,18.0
Braylon Braxton,144442,QB,MARSHALL,1,30,75.0,8,8,8.6,2.38,0,2,25.0,75.0,6,4,0.0,8,26.7,0,3,,64.9,84.7,69.5,84.0,,,0,0,8,0.0,140.1,0.0,0,0,0,0,1,1,12.5,69,8.6,0,214,74.2,64.3,67.3,57.6,72.2,18,18,11.7,3.1,0,1,5.3,66.7,12,5,7.7,22,73.3,1,5,,67.5,55.6,72.8,56.0,,58.2,0,0,23,20.0,104.9,4.5,1,3,0,0,1,1,4.3,124,6.9,80.0,20,20,11.5,2.52,0,2,10.0,75.0,15,0,6.3,21,70.0,1,6,,67.2,72.1,72.5,73.9,,57.3,0,0,21,,131.5,0.0,0,1,0,0,2,0,0.0,161,8.1,0,50.0,6,6,8.5,3.82,0,1,14.3,50.0,3,9,0.0,9,30.0,0,2,,65.4,54.5,70.1,52.3,,61.5,0,0,10,11.1,66.0,11.1,1,2,0,0,0,2,20.0,32,5.3
Maddux Madsen,163379,QB,BOISE ST,1,29,81.8,11,11,5.0,2.52,0,0,0.0,81.8,9,4,0.0,11,37.9,0,4,,65.6,68.3,70.4,67.9,,,0,0,11,0.0,92.0,0.0,0,0,0,0,0,0,0.0,67,6.1,0,120,69.7,68.8,62.7,72.4,66.7,15,16,11.1,2.66,0,2,12.5,56.3,9,4,10.0,18,62.1,1,4,,66.8,61.4,72.0,57.7,,64.3,0,0,18,25.0,93.5,5.6,1,1,0,1,1,3,16.7,91,5.7,73.7,19,20,9.9,2.61,0,2,10.0,65.0,13,0,7.1,21,72.4,1,7,,67.2,62.7,72.5,59.5,,64.3,0,0,21,,100.0,0.0,0,1,0,1,1,3,14.3,130,6.5,0,71.4,7,7,4.6,2.58,0,0,0.0,71.4,5,8,0.0,8,27.6,0,1,,64.9,67.7,69.5,67.3,,,0,0,8,12.5,78.3,12.5,1,0,0,0,0,0,0.0,28,4.0
Brett Gabbert,97404,QB,MIAMI OH,1,27,45.5,11,13,9.7,2.08,0,0,0.0,38.5,5,6,0.0,13,48.1,0,2,,66.0,51.3,71.0,51.3,,,0,1,13,0.0,17.5,0.0,0,0,0,2,0,1,7.7,48,3.7,0,221,68.5,40.7,40.9,57.0,75.0,12,12,8.6,2.39,0,0,0.0,75.0,9,3,0.0,14,51.9,0,5,,66.2,35.9,71.2,37.4,,57.3,0,0,14,33.3,92.0,7.1,1,1,0,0,0,1,7.1,79,6.6,66.7,18,18,10.0,2.08,0,0,0.0,66.7,12,0,0.0,18,66.7,0,5,,66.8,33.5,72.0,33.9,,,0,1,18,,57.6,0.0,0,0,0,0,0,1,5.6,100,5.6,0,40.0,5,7,6.0,2.57,0,0,0.0,28.6,2,9,0.0,9,33.3,0,2,,65.1,59.5,69.8,62.7,,57.3,0,0,9,11.1,43.2,11.1,1,1,0,2,0,1,11.1,27,3.9
Sam Leavitt,175465,QB,ARIZONA ST,1,22,83.3,6,7,12.5,1.99,1,0,0.0,71.4,5,2,0.0,7,31.8,0,4,,64.6,65.6,70.1,65.9,60.0,,0,0,7,0.0,153.3,0.0,0,0,0,0,2,0,0.0,126,18.0,0,110,68.7,71.1,63.4,71.8,70.0,10,10,12.3,3.23,0,0,0.0,70.0,7,6,0.0,15,68.2,0,7,,66.4,68.5,71.4,60.3,,70.2,0,0,15,16.7,132.5,6.7,1,4,0,0,1,1,6.7,93,9.3,81.8,11,12,8.5,2.41,1,0,0.0,75.0,9,0,0.0,14,63.6,0,8,,66.2,83.2,71.2,77.7,,69.6,0,0,14,,156.3,0.0,0,2,0,0,2,0,0.0,150,12.5,0,60.0,5,5,20.8,3.59,0,0,0.0,60.0,3,8,0.0,8,36.4,0,3,,64.9,47.1,70.4,41.5,60.0,62.8,0,0,8,12.5,143.8,12.5,1,2,0,0,1,1,12.5,69,13.8
Gunner Stockton,157072,QB,GEORGIA,1,20,80.0,5,6,2.0,2.78,1,0,0.0,66.7,4,3,0.0,8,40.0,0,3,,64.9,42.0,69.8,37.5,,61.7,0,1,9,33.3,30.6,12.5,1,1,0,0,0,1,11.1,18,3.0,0,173,70.3,53.5,49.1,61.7,88.9,9,10,4.0,2.35,0,0,0.0,80.0,8,3,0.0,12,60.0,0,2,,65.8,62.9,70.7,62.6,,,0,0,12,33.3,88.8,8.3,1,0,0,1,0,0,0.0,53,5.3,91.7,12,13,2.2,2.03,1,0,0.0,84.6,11,0,0.0,14,70.0,0,3,,66.4,66.3,71.4,65.9,,,0,0,15,,84.9,0.0,0,0,0,0,0,0,0.0,57,4.4,0,50.0,2,3,10.0,3.67,0,0,0.0,33.3,1,6,0.0,6,30.0,0,2,,63.8,30.8,68.6,28.4,,61.7,0,1,6,33.3,9.7,33.3,2,1,0,1,0,1,16.7,14,4.7
Tyler Huff,142567,QB,JVILLE ST,1,15,62.5,8,8,22.0,2.46,0,1,11.1,62.5,5,0,0.0,8,53.3,0,4,,65.1,86.8,69.8,85.9,,,0,0,9,,134.9,0.0,0,0,0,0,2,0,0.0,79,9.9,0,196,76.6,90.5,86.3,76.3,85.7,7,7,8.9,2.21,0,0,0.0,85.7,6,0,0.0,7,46.7,0,4,,64.6,74.6,69.1,74.2,,,0,0,7,,118.8,0.0,0,0,0,0,0,0,0.0,97,13.9,73.3,15,15,15.9,2.35,0,1,6.3,73.3,11,0,0.0,15,100.0,0,8,,66.5,87.3,71.6,86.3,,,0,0,16,,151.7,0.0,0,0,0,0,2,0,0.0,176,11.7,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Carson Beck,124010,QB,GEORGIA,1,14,0.0,1,1,30.0,2.3,0,0,0.0,0.0,0,1,,1,7.1,0,0,,63.3,48.9,67.4,49.0,,,0,0,4,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,1,173,23.8,43.0,42.3,59.9,75.0,12,12,7.1,2.45,0,1,7.7,58.3,7,5,22.2,13,92.9,2,3,,20.6,44.1,71.2,44.2,,,0,0,14,20.0,70.1,7.7,1,0,0,0,0,2,14.3,56,4.7,100.0,8,8,3.4,1.99,0,0,0.0,75.0,6,0,25.0,8,57.1,2,3,,65.4,53.0,70.1,53.0,,,0,0,10,,90.6,0.0,0,0,0,0,0,1,10.0,50,6.3,2,20.0,5,5,17.6,3.05,0,1,14.3,20.0,1,6,0.0,6,42.9,0,0,,15.7,37.6,69.5,38.0,,,0,0,8,16.7,39.6,16.7,1,0,0,0,0,1,12.5,6,1.2
Chandler Fields,97286,QB,LA LAFAYET,1,9,100.0,3,4,19.7,2.5,1,1,25.0,75.0,3,0,0.0,4,44.4,0,2,,63.3,90.2,67.4,89.8,,,0,0,4,,116.7,0.0,0,0,0,0,0,0,0.0,95,23.8,0,207,66.3,75.1,80.0,56.4,33.3,3,4,13.7,2.74,1,0,0.0,25.0,1,2,0.0,5,55.6,0,0,,63.8,55.0,68.1,58.3,,57.8,0,0,5,0.0,39.6,0.0,0,1,0,0,0,0,0.0,9,2.3,60.0,5,7,18.2,2.6,2,1,14.3,42.9,3,0,0.0,7,77.8,0,2,,64.6,81.9,69.1,81.2,,,0,0,7,,89.9,0.0,0,0,0,0,0,0,0.0,95,13.6,0,100.0,1,1,9.0,2.75,0,0,0.0,100.0,1,2,0.0,2,22.2,0,0,,61.8,56.0,65.5,60.9,,57.8,0,0,2,0.0,104.2,0.0,0,1,0,0,0,0,0.0,9,9.0
Connor Moberly,184835,QB,IOWA STATE,1,5,0.0,1,1,9.0,2.5,0,0,0.0,0.0,0,0,,1,20.0,0,0,,61.8,46.9,65.5,47.2,,,0,0,2,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,193,65.7,36.3,39.3,52.6,0.0,2,2,14.0,3.6,0,0,0.0,0.0,0,0,,4,80.0,0,0,,63.3,38.2,67.4,45.4,,52.8,0,0,4,,39.6,0.0,0,2,0,0,0,0,0.0,0,0.0,0.0,3,3,12.3,3.38,0,0,0.0,0.0,0,0,,5,100.0,0,0,,64.2,34.9,68.6,39.3,,52.8,0,0,6,,39.6,0.0,0,2,0,0,0,0,0.0,0,0.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Bryson Daily,147303,QB,ARMY,1,3,100.0,1,1,8.0,3.5,0,0,0.0,100.0,1,2,0.0,2,66.7,0,2,,61.8,81.1,65.5,71.5,,64.3,0,0,2,0.0,104.2,0.0,0,1,0,0,0,0,0.0,9,9.0,0,114,77.5,84.3,72.7,74.4,100.0,1,1,1.0,1.6,0,0,0.0,100.0,1,0,0.0,1,33.3,0,0,,60.3,60.6,63.6,60.4,,,0,0,1,,100.0,0.0,0,0,0,0,0,0,0.0,8,8.0,100.0,1,1,1.0,1.6,0,0,0.0,100.0,1,0,0.0,1,33.3,0,0,,60.3,60.6,63.6,60.4,,,0,0,1,,100.0,0.0,0,0,0,0,0,0,0.0,8,8.0,0,100.0,1,1,8.0,3.5,0,0,0.0,100.0,1,2,0.0,2,66.7,0,2,,61.8,81.1,65.5,71.5,,64.3,0,0,2,0.0,104.2,0.0,0,1,0,0,0,0,0.0,9,9.0
Henry Hesson,145798,QB,MIAMI OH,1,2,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,221,61.8,48.1,,52.6,,0,0,,5.9,0,0,,,0,2,,2,100.0,0,0,,61.8,46.6,65.5,,,52.6,0,0,2,0.0,0.0,0.0,0,2,0,0,0,0,0.0,0,,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,5.9,0,0,,,0,2,,2,100.0,0,0,,61.8,46.6,65.5,,,52.6,0,0,2,0.0,0.0,0.0,0,2,0,0,0,0,0.0,0,
